"authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Affiliations","authors_with_affiliations","Correspondence Address","Editors","Publisher","ISSN","ISBN","CODEN","PubMed ID","Language of Original Document","Abbreviated Source Title","Document Type","Publication Stage","Open Access","Source","EID"
"Suleman, M.; Khaiter, P.","Suleman, Masooma Ali Raza (57838076100); Khaiter, Peter A. (6602871040)","57838076100; 6602871040","Remote sensing and machine learning in vegetation phenology studies","2025","Plant Functional Traits: Linking Climate and Ecosystem Functioning","","","","373","403","1","10.1016/B978-0-443-13367-1.00004-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105006506173&doi=10.1016%2FB978-0-443-13367-1.00004-1&partnerID=40&md5=219850a153e2bda8c90f457f60a00554","School of Information Technology, York University, Toronto, ON, Canada","Suleman, Masooma Ali Raza, School of Information Technology, York University, Toronto, ON, Canada; Khaiter, Peter A., School of Information Technology, York University, Toronto, ON, Canada","","","Elsevier","","9780443133688; 9780443133671","","","English","Plant Functional Traits: Linking Climate and Ecosystem Functioning","Book chapter","Final","","Scopus","2-s2.0-105006506173"
"Morante-Carballo, F.; Arcentales-Rosado, M.; Caicedo-Potosí, J.; Carrión-Mero, P.","Morante-Carballo, Fernando (23568713200); Arcentales-Rosado, Mirka (59519686900); Caicedo-Potosí, Jhon K. (57216851845); Carrión-Mero, Paul (57208038096)","23568713200; 59519686900; 57216851845; 57208038096","Artificial intelligence applications in hydrological studies and ecological restoration of watersheds: A systematic review","2025","Watershed Ecology and the Environment","7","","","230","248","5","10.1016/j.wsee.2025.05.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105005487977&doi=10.1016%2Fj.wsee.2025.05.004&partnerID=40&md5=4c6564e521c0a7ab9d80d8da2ad5bb18","Escuela Superior Politecnica del Litoral Ecuador, Guayaquil, Guayas, Ecuador; Escuela Superior Politecnica del Litoral Ecuador, Guayaquil, Guayas, Ecuador; Facultad de Ciencias Naturales y Matemáticas, Escuela Superior Politecnica del Litoral Ecuador, Guayaquil, Guayas, Ecuador; Facultad de Ingeniería en Ciencias de la Tierra, Escuela Superior Politecnica del Litoral Ecuador, Guayaquil, Guayas, Ecuador","Morante-Carballo, Fernando, Escuela Superior Politecnica del Litoral Ecuador, Guayaquil, Guayas, Ecuador, Escuela Superior Politecnica del Litoral Ecuador, Guayaquil, Guayas, Ecuador, Facultad de Ciencias Naturales y Matemáticas, Escuela Superior Politecnica del Litoral Ecuador, Guayaquil, Guayas, Ecuador; Arcentales-Rosado, Mirka, Escuela Superior Politecnica del Litoral Ecuador, Guayaquil, Guayas, Ecuador; Caicedo-Potosí, Jhon K., Escuela Superior Politecnica del Litoral Ecuador, Guayaquil, Guayas, Ecuador; Carrión-Mero, Paul, Escuela Superior Politecnica del Litoral Ecuador, Guayaquil, Guayas, Ecuador, Facultad de Ingeniería en Ciencias de la Tierra, Escuela Superior Politecnica del Litoral Ecuador, Guayaquil, Guayas, Ecuador","F. Morante-Carballo; Centro de Investigación y Proyectos Aplicados a las Ciencias de la Tierra, Escuela Superior Politécnica del Litoral, ESPOL, Guayaquil, Campus Gustavo Galindo, Km 30.5 Vía Perimetral, 090902, Ecuador; email: fmorante@espol.edu.ec","","KeAi Communications Co.","","","","","English","Watershed Ecol. Environ.","Review","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-105005487977"
"Axford, D.; Sohel, F.; Vanderklift, M.A.; Hodgson, A.J.","Axford, Daniel (58531744200); Sohel, Ferdous Ahmed (9273356400); Vanderklift, M. A. (6602080870); Hodgson, Amanda J. (7101639292)","58531744200; 9273356400; 6602080870; 7101639292","Collectively advancing deep learning for animal detection in drone imagery: Successes, challenges, and research gaps","2024","Ecological Informatics","83","","102842","","","19","10.1016/j.ecoinf.2024.102842","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205690766&doi=10.1016%2Fj.ecoinf.2024.102842&partnerID=40&md5=44bdda6bb1c56fd210ba55e03dab1646","School of Information Technology, Murdoch University, Perth, WA, Australia; Centre for Sustainable Aquatic Ecosystems, Murdoch University, Perth, WA, Australia; Commonwealth Scientific and Industrial Research Organisation, Canberra, ACT, Australia; Centre for Marine Ecosystems Research, Edith Cowan University, Perth, WA, Australia","Axford, Daniel, School of Information Technology, Murdoch University, Perth, WA, Australia, Centre for Sustainable Aquatic Ecosystems, Murdoch University, Perth, WA, Australia; Sohel, Ferdous Ahmed, School of Information Technology, Murdoch University, Perth, WA, Australia; Vanderklift, M. A., Commonwealth Scientific and Industrial Research Organisation, Canberra, ACT, Australia; Hodgson, Amanda J., Centre for Sustainable Aquatic Ecosystems, Murdoch University, Perth, WA, Australia, Centre for Marine Ecosystems Research, Edith Cowan University, Perth, WA, Australia","F. Sohel; School of Information Technology, Murdoch University, Murdoch, 6150, Australia; email: f.sohel@murdoch.edu.au","","Elsevier B.V.","15749541","","","","English","Ecol. Informatics","Review","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85205690766"
"Özcan, Z.; Caglayan, İ.; Kabak, Ö.","Özcan, Zühal (59253918700); Caglayan, İnci (57204356628); Kabak, Özgür (6505670449)","59253918700; 57204356628; 6505670449","A comprehensive taxonomy for forest fire risk assessment: bridging methodological gaps and proposing future directions","2024","Environmental Monitoring and Assessment","196","9","825","","","6","10.1007/s10661-024-12982-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85201529996&doi=10.1007%2Fs10661-024-12982-8&partnerID=40&md5=ea4ed2e2a5d083c42ef2e70048c8b9ae","Faculty of Management, İstanbul Teknik Üniversitesi, Istanbul, Turkey; Faculty of Forestry, Istanbul University-Cerrahpasa, Istanbul, Turkey","Özcan, Zühal, Faculty of Management, İstanbul Teknik Üniversitesi, Istanbul, Turkey; Caglayan, İnci, Faculty of Forestry, Istanbul University-Cerrahpasa, Istanbul, Turkey; Kabak, Özgür, Faculty of Management, İstanbul Teknik Üniversitesi, Istanbul, Turkey","İ. Caglayan; Faculty of Forestry, Istanbul University-Cerrahpaşa, Istanbul, Turkey; email: inciyaylaci@iuc.edu.tr","","Springer Science and Business Media Deutschland GmbH","01676369","","EMASD","39162832","English","Environ. Monit. Assess.","Review","Final","","Scopus","2-s2.0-85201529996"
"Pasanisi, E.; Pace, D.S.; Orasi, A.; Vitale, M.; Arcangeli, A.","Pasanisi, Eugenia (57191822066); Pace, Daniela S. (26664770500); Orasi, Arianna (55498162400); Vitale, Marcello (7102795447); Arcangeli, Antonella (55388163100)","57191822066; 26664770500; 55498162400; 7102795447; 55388163100","A global systematic review of species distribution modelling approaches for cetaceans and sea turtles","2024","Ecological Informatics","82","","102700","","","27","10.1016/j.ecoinf.2024.102700","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85196791642&doi=10.1016%2Fj.ecoinf.2024.102700&partnerID=40&md5=dc2538f243ddce331f96205c843f30f0","Department of Environmental Biology, Sapienza Università di Roma, Rome, RM, Italy; Department for Biodiversity Conservation and Monitoring, Italian Institute for Environmental Protection and Research, Rome, RM, Italy","Pasanisi, Eugenia, Department of Environmental Biology, Sapienza Università di Roma, Rome, RM, Italy, Department for Biodiversity Conservation and Monitoring, Italian Institute for Environmental Protection and Research, Rome, RM, Italy; Pace, Daniela S., Department of Environmental Biology, Sapienza Università di Roma, Rome, RM, Italy; Orasi, Arianna, Department for Biodiversity Conservation and Monitoring, Italian Institute for Environmental Protection and Research, Rome, RM, Italy; Vitale, Marcello, Department of Environmental Biology, Sapienza Università di Roma, Rome, RM, Italy; Arcangeli, Antonella, Department for Biodiversity Conservation and Monitoring, Italian Institute for Environmental Protection and Research, Rome, RM, Italy","E. Pasanisi; Department of Environmental Biology, Sapienza University of Rome, Rome, 00185, Italy; email: eugenia.pasanisi@uniroma1.it","","Elsevier B.V.","15749541","","","","English","Ecol. Informatics","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85196791642"
"Bao, M.; Liu, J.; Ren, H.; Liu, S.; Ren, C.; Chen, C.; Liu, J.","Bao, Mingwei (59233268100); Liu, Jiahao (56448612100); Ren, Hong (59233948300); Liu, Suting (59232750900); Ren, Caixia (57985229400); Chen, Chen (59003767400); Liu, Jianxiang (55761501900)","59233268100; 56448612100; 59233948300; 59232750900; 57985229400; 59003767400; 55761501900","Research Trends in Wildland Fire Prediction Amidst Climate Change: A Comprehensive Bibliometric Analysis","2024","Forests","15","7","1197","","","11","10.3390/f15071197","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199526975&doi=10.3390%2Ff15071197&partnerID=40&md5=5d5639dc1eb7999218dd4683f43ad559","College of Soil and Water Conservation, Southwest Forestry University, Kunming, Yunnan, China; School of Ecology and Environment, Southwest Forestry University, Kunming, Yunnan, China","Bao, Mingwei, College of Soil and Water Conservation, Southwest Forestry University, Kunming, Yunnan, China; Liu, Jiahao, College of Soil and Water Conservation, Southwest Forestry University, Kunming, Yunnan, China; Ren, Hong, College of Soil and Water Conservation, Southwest Forestry University, Kunming, Yunnan, China; Liu, Suting, College of Soil and Water Conservation, Southwest Forestry University, Kunming, Yunnan, China; Ren, Caixia, School of Ecology and Environment, Southwest Forestry University, Kunming, Yunnan, China; Chen, Chen, School of Ecology and Environment, Southwest Forestry University, Kunming, Yunnan, China; Liu, Jianxiang, College of Soil and Water Conservation, Southwest Forestry University, Kunming, Yunnan, China","J. Liu; School of Soil and Water Conservation, Southwest Forestry University, Kunming, 650224, China; email: liujxswfu@163.com","","Multidisciplinary Digital Publishing Institute (MDPI)","","","","","English","Forests","Review","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85199526975"
"Wang, R.; Sun, Y.; Zong, J.; Wang, Y.; Cao, X.; Wang, Y.; Cheng, X.; Zhang, W.","Wang, Ruozeng (58973821600); Sun, Yonghua (55737820600); Zong, Jinkun (58973574400); Wang, Yihan (57768119900); Cao, Xuyue (58534395200); Wang, Yanzhao (58534572100); Cheng, Xinglu (58534028400); Zhang, Wangkuan (58534395100)","58973821600; 55737820600; 58973574400; 57768119900; 58534395200; 58534572100; 58534028400; 58534395100","Remote Sensing Application in Ecological Restoration Monitoring: A Systematic Review","2024","Remote Sensing","16","12","2204","","","53","10.3390/rs16122204","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85197270516&doi=10.3390%2Frs16122204&partnerID=40&md5=88acd8a0041f9093e305ae1a764b6f0c","Capital Normal University, Beijing, Beijing, China; College of Resource Environment and Tourism, Capital Normal University, Beijing, Beijing, China; State Key Laboratory Incubation Base of Urban Environmental Processes and Digital Simulation, Capital Normal University, Beijing, Beijing, China; Key Laboratory of 3D Information Acquisition and Application, Ministry of Education of the People's Republic of China, Beijing, Beijing, China","Wang, Ruozeng, Capital Normal University, Beijing, Beijing, China, College of Resource Environment and Tourism, Capital Normal University, Beijing, Beijing, China, State Key Laboratory Incubation Base of Urban Environmental Processes and Digital Simulation, Capital Normal University, Beijing, Beijing, China, Key Laboratory of 3D Information Acquisition and Application, Ministry of Education of the People's Republic of China, Beijing, Beijing, China; Sun, Yonghua, Capital Normal University, Beijing, Beijing, China, College of Resource Environment and Tourism, Capital Normal University, Beijing, Beijing, China, State Key Laboratory Incubation Base of Urban Environmental Processes and Digital Simulation, Capital Normal University, Beijing, Beijing, China, Key Laboratory of 3D Information Acquisition and Application, Ministry of Education of the People's Republic of China, Beijing, Beijing, China; Zong, Jinkun, Capital Normal University, Beijing, Beijing, China, College of Resource Environment and Tourism, Capital Normal University, Beijing, Beijing, China, State Key Laboratory Incubation Base of Urban Environmental Processes and Digital Simulation, Capital Normal University, Beijing, Beijing, China, Key Laboratory of 3D Information Acquisition and Application, Ministry of Education of the People's Republic of China, Beijing, Beijing, China; Wang, Yihan, Capital Normal University, Beijing, Beijing, China, College of Resource Environment and Tourism, Capital Normal University, Beijing, Beijing, China, State Key Laboratory Incubation Base of Urban Environmental Processes and Digital Simulation, Capital Normal University, Beijing, Beijing, China, Key Laboratory of 3D Information Acquisition and Application, Ministry of Education of the People's Republic of China, Beijing, Beijing, China; Cao, Xuyue, Capital Normal University, Beijing, Beijing, China, College of Resource Environment and Tourism, Capital Normal University, Beijing, Beijing, China, State Key Laboratory Incubation Base of Urban Environmental Processes and Digital Simulation, Capital Normal University, Beijing, Beijing, China, Key Laboratory of 3D Information Acquisition and Application, Ministry of Education of the People's Republic of China, Beijing, Beijing, China; Wang, Yanzhao, Capital Normal University, Beijing, Beijing, China, College of Resource Environment and Tourism, Capital Normal University, Beijing, Beijing, China, State Key Laboratory Incubation Base of Urban Environmental Processes and Digital Simulation, Capital Normal University, Beijing, Beijing, China, Key Laboratory of 3D Information Acquisition and Application, Ministry of Education of the People's Republic of China, Beijing, Beijing, China; Cheng, Xinglu, Capital Normal University, Beijing, Beijing, China, College of Resource Environment and Tourism, Capital Normal University, Beijing, Beijing, China, State Key Laboratory Incubation Base of Urban Environmental Processes and Digital Simulation, Capital Normal University, Beijing, Beijing, China, Key Laboratory of 3D Information Acquisition and Application, Ministry of Education of the People's Republic of China, Beijing, Beijing, China; Zhang, Wangkuan, Capital Normal University, Beijing, Beijing, China, College of Resource Environment and Tourism, Capital Normal University, Beijing, Beijing, China, State Key Laboratory Incubation Base of Urban Environmental Processes and Digital Simulation, Capital Normal University, Beijing, Beijing, China, Key Laboratory of 3D Information Acquisition and Application, Ministry of Education of the People's Republic of China, Beijing, Beijing, China","Y. Sun; Beijing Laboratory of Water Resources Security, Capital Normal University, Beijing, 100048, China; email: sunyonghua@cnu.edu.cn","","Multidisciplinary Digital Publishing Institute (MDPI)","","9780891814184; 0891814183; 9780123694072","","","English","Remote Sens.","Review","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85197270516"
"Kohlberg, A.B.; Myers, C.R.; Figueroa, L.L.","Kohlberg, Anna B. (58946171700); Myers, Christopher R. (7202313830); Figueroa, Laura L. (55933074600)","58946171700; 7202313830; 55933074600","From buzzes to bytes: A systematic review of automated bioacoustics models used to detect, classify and monitor insects","2024","Journal of Applied Ecology","61","6","","1199","1211","20","10.1111/1365-2664.14630","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189208010&doi=10.1111%2F1365-2664.14630&partnerID=40&md5=abd18720571592068f18c3460dfc9d5d","University of Massachusetts Amherst, Amherst, MA, United States; Cornell University Laboratory of Atomic and Solid State Physics, Ithaca, NY, United States","Kohlberg, Anna B., University of Massachusetts Amherst, Amherst, MA, United States; Myers, Christopher R., Cornell University Laboratory of Atomic and Solid State Physics, Ithaca, NY, United States; Figueroa, Laura L., University of Massachusetts Amherst, Amherst, MA, United States","L.L. Figueroa; Department of Environmental Conservation, University of Massachusetts, Amherst, United States; email: llf44@umass.edu","","John Wiley and Sons Inc","00218901","","JAPEA","","English","J. Appl. Ecol.","Review","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85189208010"
"Zhong, L.; Dai, Z.; Fang, P.; Cao, Y.; Wang, L.","Zhong, Lihui (57217154732); Dai, Zhengquan (57200282295); Fang, Panfei (57421537100); Cao, Yong (55470278600); Wang, Leiguang (57196339250)","57217154732; 57200282295; 57421537100; 55470278600; 57196339250","A Review: Tree Species Classification Based on Remote Sensing Data and Classic Deep Learning-Based Methods","2024","Forests","15","5","852","","","45","10.3390/f15050852","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85194246481&doi=10.3390%2Ff15050852&partnerID=40&md5=4ea239bfafe32f2097c4da02a6e56aee","College of Big Data and Intelligent Engineering, Southwest Forestry University, Kunming, Yunnan, China; College of Forestry, Beijing Forestry University, Beijing, Beijing, China; School of Landscape Architecture and Horticulture Sciences, Southwest Forestry University, Kunming, Yunnan, China","Zhong, Lihui, College of Big Data and Intelligent Engineering, Southwest Forestry University, Kunming, Yunnan, China; Dai, Zhengquan, College of Big Data and Intelligent Engineering, Southwest Forestry University, Kunming, Yunnan, China; Fang, Panfei, College of Forestry, Beijing Forestry University, Beijing, Beijing, China; Cao, Yong, College of Big Data and Intelligent Engineering, Southwest Forestry University, Kunming, Yunnan, China; Wang, Leiguang, School of Landscape Architecture and Horticulture Sciences, Southwest Forestry University, Kunming, Yunnan, China","L. Wang; School of Landscape Architecture and Horticulture, Southwest Forestry University, Kunming, 650224, China; email: wlgbain@126.com","","Multidisciplinary Digital Publishing Institute (MDPI)","","","","","English","Forests","Review","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85194246481"
"Cardenas, J.A.; Samadikhoshkho, Z.; Rehman, A.U.; Valle-Pérez, A.U.; de León, E.H.-P.; Hauser, C.A.E.; Feron, E.M.; Ahmad, R.","Cardenas, Jennifer A. (58977078900); Samadikhoshkho, Zahra (57211476669); Rehman, Ateeq Ur (59038062700); Valle-Pérez, Alexander U. (57222593223); de León, Elena Herrera Ponce (58126077000); Hauser, Charlotte A.E. (8064649900); Feron, Eric M.J. (57204341846); Ahmad, Rafiq (57201013693)","58977078900; 57211476669; 59038062700; 57222593223; 58126077000; 8064649900; 57204341846; 57201013693","A systematic review of robotic efficacy in coral reef monitoring techniques","2024","Marine Pollution Bulletin","202","","116273","","","20","10.1016/j.marpolbul.2024.116273","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189859577&doi=10.1016%2Fj.marpolbul.2024.116273&partnerID=40&md5=70f86c1197f082bfee7c24b4ddf7b5bd","Aquaponics 4.0 Learning Factory (AllFactory), University of Alberta, Edmonton, AB, Canada; Laboratory for Nanomedicine, King Abdullah University of Science and Technology, Thuwal, Makkah, Saudi Arabia; King Abdullah University of Science and Technology, Thuwal, Makkah, Saudi Arabia; Red Sea Research Center, King Abdullah University of Science and Technology, Thuwal, Makkah, Saudi Arabia","Cardenas, Jennifer A., Aquaponics 4.0 Learning Factory (AllFactory), University of Alberta, Edmonton, AB, Canada; Samadikhoshkho, Zahra, Aquaponics 4.0 Learning Factory (AllFactory), University of Alberta, Edmonton, AB, Canada; Rehman, Ateeq Ur, Aquaponics 4.0 Learning Factory (AllFactory), University of Alberta, Edmonton, AB, Canada; Valle-Pérez, Alexander U., Laboratory for Nanomedicine, King Abdullah University of Science and Technology, Thuwal, Makkah, Saudi Arabia, King Abdullah University of Science and Technology, Thuwal, Makkah, Saudi Arabia, Red Sea Research Center, King Abdullah University of Science and Technology, Thuwal, Makkah, Saudi Arabia; de León, Elena Herrera Ponce, Laboratory for Nanomedicine, King Abdullah University of Science and Technology, Thuwal, Makkah, Saudi Arabia, King Abdullah University of Science and Technology, Thuwal, Makkah, Saudi Arabia, Red Sea Research Center, King Abdullah University of Science and Technology, Thuwal, Makkah, Saudi Arabia; Hauser, Charlotte A.E., Laboratory for Nanomedicine, King Abdullah University of Science and Technology, Thuwal, Makkah, Saudi Arabia, King Abdullah University of Science and Technology, Thuwal, Makkah, Saudi Arabia, Red Sea Research Center, King Abdullah University of Science and Technology, Thuwal, Makkah, Saudi Arabia; Feron, Eric M.J., Laboratory for Nanomedicine, King Abdullah University of Science and Technology, Thuwal, Makkah, Saudi Arabia; Ahmad, Rafiq, Aquaponics 4.0 Learning Factory (AllFactory), University of Alberta, Edmonton, AB, Canada","R. Ahmad; Aquaponics 4.0 Learning Factory (AllFactory), University of Alberta, Edmonton, Canada; email: rafiq.ahmad@ualberta.ca","","Elsevier Ltd","0025326X","","MPNBA","38569302","English","Mar. Pollut. Bull.","Review","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85189859577"
"Xu, Z.; Wang, T.; Skidmore, A.K.; Lamprey, R.","Xu, Zeyu (58800052000); Wang, Tiejun (55709751800); Skidmore, A. K. (7006518879); Lamprey, Richard H. (8744656800)","58800052000; 55709751800; 7006518879; 8744656800","A review of deep learning techniques for detecting animals in aerial and satellite images","2024","International Journal of Applied Earth Observation and Geoinformation","128","","103732","","","37","10.1016/j.jag.2024.103732","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85187647580&doi=10.1016%2Fj.jag.2024.103732&partnerID=40&md5=b89dbf24836622d6a3915b18df86ca99","Faculty of Geo-Information Science and Earth Observation – ITC, Enschede, Overijssel, Netherlands","Xu, Zeyu, Faculty of Geo-Information Science and Earth Observation – ITC, Enschede, Overijssel, Netherlands; Wang, Tiejun, Faculty of Geo-Information Science and Earth Observation – ITC, Enschede, Overijssel, Netherlands; Skidmore, A. K., Faculty of Geo-Information Science and Earth Observation – ITC, Enschede, Overijssel, Netherlands; Lamprey, Richard H., Faculty of Geo-Information Science and Earth Observation – ITC, Enschede, Overijssel, Netherlands","Z. Xu; Faculty of Geo-Information Science and Earth Observation (ITC), University of Twente, AE Enschede, P.O. Box 217, 7500, Netherlands; email: z.xu-1@utwente.nl","","Elsevier B.V.","15698432","","","","English","Int. J. Appl. Earth Obs. Geoinformation","Review","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Final Open Access; Green Open Access","Scopus","2-s2.0-85187647580"
"Ma, Y.; Chen, S.; Ermon, S.; Lobell, D.B.","Ma, Yuchi (57217279668); Chen, Shuo (59721313300); Ermon, Stefano (35791579200); Lobell, David B. (6603095001)","57217279668; 59721313300; 35791579200; 6603095001","Transfer learning in environmental remote sensing","2024","Remote Sensing of Environment","301","","113924","","","313","10.1016/j.rse.2023.113924","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85178098991&doi=10.1016%2Fj.rse.2023.113924&partnerID=40&md5=308305b09364497eeaf02ca15f753261","Department of Earth System Science and Center on Food Security and the Environment, Stanford University, Stanford, CA, United States; College of Science, West Lafayette, IN, United States; Stanford Engineering, Stanford, CA, United States","Ma, Yuchi, Department of Earth System Science and Center on Food Security and the Environment, Stanford University, Stanford, CA, United States; Chen, Shuo, College of Science, West Lafayette, IN, United States; Ermon, Stefano, Stanford Engineering, Stanford, CA, United States; Lobell, David B., Department of Earth System Science and Center on Food Security and the Environment, Stanford University, Stanford, CA, United States","Y. Ma; Department of Earth System Science and Center on Food Security and the Environment, Stanford University, Stanford, 94305, United States; email: yuchima8@gmail.com","","Elsevier Inc.","00344257","","RSEEA","","English","Remote Sens. Environ.","Review","Final","","Scopus","2-s2.0-85178098991"
"Matyukira, C.; Mhangara, P.","Matyukira, Charles (58648323400); Mhangara, Paidamwoyo (43361612000)","58648323400; 43361612000","Advances in vegetation mapping through remote sensing and machine learning techniques: a scientometric review","2024","European Journal of Remote Sensing","57","1","2422330","","","18","10.1080/22797254.2024.2422330","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85208805829&doi=10.1080%2F22797254.2024.2422330&partnerID=40&md5=259edba6d0382e24ccdd1065ec735b9f","Archaeology and Environmental Studies, University of the Witwatersrand, Johannesburg, Johannesburg, Gauteng, South Africa","Matyukira, Charles, Archaeology and Environmental Studies, University of the Witwatersrand, Johannesburg, Johannesburg, Gauteng, South Africa; Mhangara, Paidamwoyo, Archaeology and Environmental Studies, University of the Witwatersrand, Johannesburg, Johannesburg, Gauteng, South Africa","P. Mhangara; School of Geography, Archaeological & Environmental Studies, Faculty of Science, University of the Witwatersrand, Johannesburg, South Africa; email: paida.mhangara@wits.ac.za","","Taylor and Francis Ltd.","","","","","English","European J. Remote Sens.","Review","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85208805829"
"Md Jelas, I.; Zulkifley, M.A.; Abdullah, M.; Spraggon, M.","Md Jelas, Imran (58896348000); Zulkifley, Mohd Asyraf (36601656600); Abdullah, Mardina Binti (7103393418); Spraggon, Martin (58083551900)","58896348000; 36601656600; 7103393418; 58083551900","Deforestation detection using deep learning-based semantic segmentation techniques: a systematic review","2024","Frontiers in Forests and Global Change","7","","1300060","","","36","10.3389/ffgc.2024.1300060","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185502301&doi=10.3389%2Fffgc.2024.1300060&partnerID=40&md5=e962582cb8a9d7bd287fd13d39a19e95","Department of Electrical, Universiti Kebangsaan Malaysia, Bangi, Selangor, Malaysia; Faculty of Computer and Mathematical Sciences, Universiti Teknologi MARA, Shah Alam, Selangor, Malaysia; Rabdan Academy, Abu Dhabi, United Arab Emirates","Md Jelas, Imran, Department of Electrical, Universiti Kebangsaan Malaysia, Bangi, Selangor, Malaysia, Faculty of Computer and Mathematical Sciences, Universiti Teknologi MARA, Shah Alam, Selangor, Malaysia; Zulkifley, Mohd Asyraf, Department of Electrical, Universiti Kebangsaan Malaysia, Bangi, Selangor, Malaysia; Abdullah, Mardina Binti, Department of Electrical, Universiti Kebangsaan Malaysia, Bangi, Selangor, Malaysia; Spraggon, Martin, Rabdan Academy, Abu Dhabi, United Arab Emirates","M.A. Zulkifley; Department of Electrical, Electronic and Systems Engineering, Faculty of Engineering & Built Environment, Universiti Kebangsaan Malaysia, Bangi, Malaysia; email: asyraf.zulkifley@ukm.edu.my","","Frontiers Media SA","","","","","English","Front. For. Glob. Change","Review","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85185502301"
"Safonova, A.; Ghazaryan, G.; Stiller, S.; Main-Knorn, M.; Nendel, C.; Ryo, M.","Safonova, Anastasiia N. (56790485800); Ghazaryan, Gohar (57190880831); Stiller, Stefan (58499832900); Main-Knorn, Magdalena (26534726300); Nendel, Claas (55894060300); Ryo, Masahiro (9248617000)","56790485800; 57190880831; 58499832900; 26534726300; 55894060300; 9248617000","Ten deep learning techniques to address small data problems with remote sensing","2023","International Journal of Applied Earth Observation and Geoinformation","125","","103569","","","185","10.1016/j.jag.2023.103569","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85177781926&doi=10.1016%2Fj.jag.2023.103569&partnerID=40&md5=c3ebc7dde99cc3cc78faa53048fa174e","Leibniz-Zentrum für Agrarlandschaftsforschung (ZALF) e. V., Muncheberg, Brandenburg, Germany; Faculty of Environment and Natural Sciences, Brandenburg University of Technology Cottbus-Senftenberg, Cottbus, Brandenburg, Germany; Institute of Biochemistry and Biology, Universität Potsdam, Potsdam, Brandenburg, Germany; Department of Geography, Humboldt-Universität zu Berlin, Berlin, Germany","Safonova, Anastasiia N., Leibniz-Zentrum für Agrarlandschaftsforschung (ZALF) e. V., Muncheberg, Brandenburg, Germany; Ghazaryan, Gohar, Leibniz-Zentrum für Agrarlandschaftsforschung (ZALF) e. V., Muncheberg, Brandenburg, Germany, Department of Geography, Humboldt-Universität zu Berlin, Berlin, Germany; Stiller, Stefan, Leibniz-Zentrum für Agrarlandschaftsforschung (ZALF) e. V., Muncheberg, Brandenburg, Germany, Faculty of Environment and Natural Sciences, Brandenburg University of Technology Cottbus-Senftenberg, Cottbus, Brandenburg, Germany; Main-Knorn, Magdalena, Leibniz-Zentrum für Agrarlandschaftsforschung (ZALF) e. V., Muncheberg, Brandenburg, Germany; Nendel, Claas, Leibniz-Zentrum für Agrarlandschaftsforschung (ZALF) e. V., Muncheberg, Brandenburg, Germany, Institute of Biochemistry and Biology, Universität Potsdam, Potsdam, Brandenburg, Germany; Ryo, Masahiro, Leibniz-Zentrum für Agrarlandschaftsforschung (ZALF) e. V., Muncheberg, Brandenburg, Germany, Faculty of Environment and Natural Sciences, Brandenburg University of Technology Cottbus-Senftenberg, Cottbus, Brandenburg, Germany","A. Safonova; Leibniz Centre for Agricultural Landscape Research (ZALF), Müncheberg, Germany; email: anastasiia.safonova@zalf.de","","Elsevier B.V.","15698432","","","","English","Int. J. Appl. Earth Obs. Geoinformation","Review","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85177781926"
